,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage
7834,7840,0.0,SAAB,09-Mar,2003,Sedan,No,Diesel,2.2,200000
7835,15060,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,143522
7836,20385,779.0,TOYOTA,RAV 4,2013,Jeep,No,Petrol,2.5,94000
7837,27000,0.0,FORD,Fusion,2014,Sedan,Yes,Plug-in Hybrid,2.0,68700
7838,11604,0.0,TOYOTA,Prius,2006,Sedan,No,Hybrid,1.5,331139
7839,7840,0.0,HONDA,FIT,2003,Hatchback,No,Petrol,1.3,157000
7840,15681,1017.0,HYUNDAI,Elantra,2017,Sedan,No,Petrol,2.0,38000
7841,627,862.0,FORD,Escape,2011,Jeep,Yes,Petrol,2.5,209814
7842,314,1646.0,LEXUS,GX 460,2015,Sedan,Yes,Petrol,4.6,102907
7843,30,0.0,HONDA,FIT,2003,Hatchback,No,Petrol,1.3,126000
7844,6241,1282.0,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2.0,60280
7845,39201,517.0,TOYOTA,Highlander,2014,Sedan,Yes,Hybrid,3.5,166560
7846,15681,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,255591
7847,4861,1058.0,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3.5,128202
7848,3920,779.0,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,308694
7849,20814,642.0,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2.0,168462
7850,2979,640.0,MITSUBISHI,Outlander,2013,Jeep,Yes,Petrol,2.0,103112
7851,47989,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2.0,43000
7852,37006,0.0,TOYOTA,Camry,2016,Sedan,No,Hybrid,2.4,101000
7853,6115,0.0,VOLKSWAGEN,Jetta 2.0,2001,Sedan,No,Petrol,2.0,290826
7854,392,781.0,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,314373
7855,3293,1079.0,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,2.0,47200
7856,36065,0.0,TOYOTA,Land Cruiser Prado,2005,Jeep,No,Petrol,2.7,167000
7857,14269,1324.0,TOYOTA,Highlander,2010,Jeep,Yes,Hybrid,3.3,300366
7858,3920,353.0,TOYOTA,Prius,2015,Hatchback,Yes,Hybrid,1.8,135042
7859,21012,779.0,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,111232
7860,16308,629.0,NISSAN,Juke,2015,Jeep,No,Petrol,1.6,50260
7861,13956,603.0,LEXUS,RX 450,2015,Jeep,Yes,Hybrid,3.5,143619
7862,40,0.0,TOYOTA,Prius C,2014,Hatchback,No,Hybrid,1.5,115200
7863,16308,862.0,SUBARU,Forester,2011,Jeep,No,Petrol,2.5,122000
7864,10036,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,335782
7865,31361,0.0,HYUNDAI,Tucson,2014,Jeep,Yes,Petrol,2.4,66413
7866,16621,586.0,TOYOTA,Prius,2012,Hatchback,No,Hybrid,1.8,220800
7867,5802,1055.0,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,107800
7868,7840,0.0,GAZ,322173,1996,Jeep,Yes,Petrol,2.8,215852
7869,7000,0.0,MERCEDES-BENZ,C 200,1995,Sedan,No,Petrol,2.0,0
7870,17249,0.0,TOYOTA,ISIS,2010,Minivan,No,LPG,1.8,170000
7871,10349,1268.0,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,161200
7872,15825,836.0,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2.0,81384
7873,7997,640.0,HYUNDAI,Sonata,2013,Sedan,Yes,LPG,2.0,82314
7874,1568,1493.0,MERCEDES-BENZ,E 350,2016,Sedan,Yes,Diesel,3.5,77205
7875,5466,1699.0,AUDI,A6,2008,Sedan,Yes,Petrol,3.2,147168
7876,34419,1249.0,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,184189
7877,24123,642.0,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2.0,182000
7878,3763,0.0,AUDI,A6,1997,Sedan,No,Petrol,2.6,111111
7879,39201,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,60108
7880,1725,1363.0,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,4.6,180659
7881,1411,584.0,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.8,207587
7882,627,584.0,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Diesel,1.8,213698
7883,15681,585.0,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,184874
7884,27504,629.0,HYUNDAI,Elantra,2015,Sedan,Yes,Petrol,1.6,47562
7885,17117,707.0,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2.0,191000
7886,20071,640.0,FORD,C-MAX,2013,Hatchback,Yes,Plug-in Hybrid,2.0,105000
7887,549,574.0,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,245070
7888,47,1017.0,MERCEDES-BENZ,GLA 250,2017,Jeep,Yes,Petrol,2.0,43651
7889,1568,2018.0,TOYOTA,Tundra,2015,Jeep,Yes,Petrol,5.7,128000
7890,42102,730.0,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,23379
7891,7997,1850.0,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.5,244731
7892,157,640.0,FORD,Fusion,2013,Sedan,Yes,Hybrid,2.0,339920
7893,18500,1024.0,HYUNDAI,H1,2010,Universal,Yes,Diesel,2.5,222784
7894,17719,781.0,HYUNDAI,H1,2012,Minivan,Yes,Diesel,2.5,52600
7895,37633,0.0,SKODA,Octavia,2019,Sedan,No,Petrol,1.6,5500
7896,14740,474.0,KIA,RIO,2013,Hatchback,No,Petrol,1.4,140800
7897,24148,0.0,FORD,Escape,2010,Jeep,Yes,Hybrid,2.5,160000
7898,220,1273.0,FORD,Explorer,2015,Jeep,Yes,Petrol,3.5,0
7899,157,1051.0,HYUNDAI,Sonata,2016,Sedan,Yes,Petrol,2.4,68941
7900,1646,586.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.8,199432
7901,37633,0.0,TOYOTA,Hiace,2010,Microbus,No,Petrol,2.7,190000
7902,53518,1375.0,HYUNDAI,Genesis,2015,Sedan,Yes,Petrol,3.8,60741
7903,5645,1018.0,BMW,335,2011,Coupe,Yes,Petrol,3.0,143950
7904,1882,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,146395
7905,9565,397.0,LEXUS,CT 200h,2016,Hatchback,Yes,Hybrid,1.8,71904
7906,6272,1360.0,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,202651
7907,7527,0.0,MERCEDES-BENZ,S 430,2000,Sedan,Yes,Petrol,4.3,123456
7908,19914,1017.0,HYUNDAI,Sonata,2017,Sedan,Yes,LPG,2.0,208297
7909,2744,1080.0,CHEVROLET,Impala,2014,Sedan,Yes,Petrol,3.6,143862
7910,17876,0.0,LAND ROVER,Discovery LR3,2005,Jeep,Yes,Petrol,4.2,252000
7911,10349,0.0,OPEL,Corsa,2008,Hatchback,No,Petrol,1.2,135000
7912,251,333.0,SUBARU,XV,2014,Jeep,Yes,Hybrid,2.0,152187
7913,4704,0.0,MAZDA,Atenza,2004,Sedan,No,Petrol,2.3,218194
7914,20385,707.0,MITSUBISHI,Outlander,2011,Jeep,No,Petrol,2.0,103000
7915,61951,780.0,SUZUKI,Vitara GL+,2019,Jeep,No,Petrol,1.4,0
7916,3607,781.0,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,156518
7917,17249,502.0,MERCEDES-BENZ,Citan,2013,Goods wagon,No,Diesel,1.5,267000
7918,54458,765.0,FORD,Explorer,2015,Jeep,Yes,Petrol,2.0,121956
7919,29793,0.0,VOLKSWAGEN,Golf,2014,Hatchback,Yes,Petrol,2.0,181000
7920,3763,1850.0,MERCEDES-BENZ,E 350,2008,Sedan,Yes,Diesel,3.5,494317
7921,9095,0.0,MITSUBISHI,ColtPlus Plus,2006,Hatchback,No,Petrol,1.5,59000
7922,2274,753.0,CHRYSLER,200,2012,Sedan,Yes,Petrol,2.4,185821
7923,18240,707.0,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2.0,114000
7924,2195,586.0,TOYOTA,Prius,2012,Sedan,Yes,Hybrid,1.8,430278
7925,36065,1079.0,VOLKSWAGEN,Passat RLAINI,2018,Sedan,Yes,Petrol,2.0,68800
7926,2500,0.0,OPEL,Omega B,1996,Sedan,No,CNG,2.0,177777
7927,39559,584.0,HONDA,Civic,2014,Sedan,Yes,Petrol,1.8,80000
7928,3293,1080.0,CHEVROLET,Equinox,2014,Jeep,Yes,Petrol,3.6,97106
7929,34980,770.0,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,99217
7930,157,1172.0,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,220323
7931,18189,650.0,CHEVROLET,Cruze,2016,Sedan,No,Petrol,1.4,100800
7932,1000,0.0,FIAT,Panda,1995,Sedan,No,Petrol,1.0,1300
7933,4704,0.0,MERCEDES-BENZ,190,1991,Sedan,No,Petrol,2.0,200000
7934,7370,0.0,MITSUBISHI,Pajero,2003,Jeep,No,Petrol,0.7,150000
7935,6272,706.0,SUZUKI,Alto Lapin,2011,Hatchback,No,Petrol,0.7,128000
7936,470,382.0,FORD,Fusion,2015,Sedan,Yes,Hybrid,2.0,0
7937,17249,586.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.8,130000
7938,36401,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,146358
7939,15681,0.0,FORD,Escape,2008,Jeep,Yes,Hybrid,2.3,146000
7940,14113,1058.0,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Petrol,3.5,130000
7941,83107,0.0,BMW,X6,2012,Jeep,Yes,Diesel,3.0,224000
7942,3136,0.0,VOLKSWAGEN,Golf,1990,Sedan,No,CNG,1.8,500
7943,15367,642.0,KIA,Sportage,2012,Jeep,Yes,Diesel,2.0,98000
7944,8781,0.0,TOYOTA,Ist,2002,Hatchback,No,Petrol,1.5,117000
7945,16308,531.0,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,165294
7946,21639,639.0,MITSUBISHI,Outlander სპორტ,2014,Jeep,No,Petrol,2.0,82000
7947,27541,639.0,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.0,8782
7948,3450,0.0,VOLKSWAGEN,Golf,1993,Hatchback,No,CNG,1.6,110000
7949,8938,642.0,FORD,C-MAX,2012,Hatchback,No,Hybrid,2.0,144000
7950,6272,0.0,SUBARU,Forester,2000,Universal,No,Petrol,2.0,202000
7951,7213,0.0,TOYOTA,VOXY,2003,Minivan,No,CNG,2.0,154295
7952,11917,0.0,TOYOTA,Prius,2008,Hatchback,No,Hybrid,1.5,183000
7953,10349,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,77418
7954,8000,0.0,HONDA,Cr-v,2000,Jeep,No,Petrol,2.0,170000
7955,14542,836.0,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2.0,104259
7956,13485,0.0,FORD,Focus,2013,Sedan,No,Petrol,2.0,145000
7957,56431,1533.0,CHEVROLET,Impala,2016,Sedan,Yes,Petrol,3.6,34030
7958,6586,259.0,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,112123
7959,8781,353.0,TOYOTA,Prius,2015,Hatchback,No,Hybrid,1.8,198000
7960,110,1399.0,NISSAN,Quest,2010,Minivan,Yes,Petrol,3.5,70000
7961,23207,836.0,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2.0,98713
7962,314,259.0,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,131893
7963,21326,730.0,MINI,Countryman S turbo,2016,Hatchback,Yes,Petrol,1.6,26000
7964,549,2455.0,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,0
7965,44865,891.0,CHEVROLET,Captiva,2016,Jeep,Yes,Diesel,2.0,70922
7966,18503,730.0,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,29864
7967,1803,2073.0,CHEVROLET,Silverado,2010,Sedan,Yes,Petrol,5.3,0
7968,16621,753.0,KIA,Optima,2012,Sedan,Yes,Petrol,2.4,138000
7969,18817,0.0,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,108000
7970,61154,1194.0,TOYOTA,4Runner LIMITED,2013,Jeep,Yes,Petrol,4.0,112000
7971,30734,2151.0,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339
7972,1568,639.0,BMW,328,2014,Sedan,Yes,Diesel,2.0,78194
7973,17092,503.0,TOYOTA,Prius C,2012,Sedan,No,Hybrid,1.5,108480
7974,26306,1091.0,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,199596
7975,314,645.0,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,371813
7976,10976,1268.0,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,0
7977,11133,707.0,KIA,Optima,2011,Sedan,Yes,Petrol,2.0,51425
7978,282,1211.0,BMW,X5,2010,Jeep,Yes,Petrol,3.0,268528
7979,52696,971.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.2,113321
7980,251,607.0,TOYOTA,Camry,2019,Sedan,Yes,Hybrid,2.5,39552
7981,188,308.0,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.8,146019
7982,13485,645.0,TOYOTA,Prius,2011,Sedan,No,Hybrid,1.8,281600
7983,31361,0.0,MERCEDES-BENZ,C 250,2014,Sedan,Yes,Petrol,1.8,150000
7984,17249,765.0,HYUNDAI,Elantra GT,2015,Hatchback,Yes,Petrol,2.0,73335
7985,25089,585.0,TOYOTA,Prius V HYBRID,2013,Hatchback,No,Hybrid,1.8,65649
7986,70562,0.0,BMW,X5 3.5,2014,Jeep,Yes,Petrol,3.0,196000
7987,60840,518.0,TOYOTA,RAV 4 LIMITED,2016,Jeep,Yes,Hybrid,2.5,36063
7988,10349,1018.0,BMW,X5,2011,Jeep,Yes,Diesel,3.0,332243
7989,450,0.0,BMW,320,2004,Sedan,Yes,Petrol,1.6,10000
7990,18189,531.0,NISSAN,Juke,2012,Jeep,Yes,Petrol,1.6,195200
7991,627,1325.0,MAZDA,CX-9,2019,Jeep,Yes,Petrol,2.5,14186
7992,18500,707.0,HYUNDAI,Genesis,2011,Coupe,Yes,Petrol,2.0,168315
7993,16935,583.0,NISSAN,Juke,2011,Jeep,Yes,Petrol,1.6,90102
7994,16621,1172.0,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,119379
7995,23364,442.0,CHEVROLET,Malibu Hybrid,2017,Sedan,No,Hybrid,1.8,39187
7996,862,640.0,CHEVROLET,Malibu,2013,Sedan,Yes,Petrol,2.0,114107
7997,147397,1869.0,JEEP,Wrangler,2019,Jeep,Yes,Petrol,3.6,18000
7998,14740,0.0,TOYOTA,Prius,2010,Sedan,No,Petrol,1.8,165000
7999,282,640.0,AUDI,A4,2013,Sedan,Yes,Petrol,2.0,157584
8000,6272,0.0,MERCEDES-BENZ,CLK 230,2001,Coupe,No,Petrol,2.3,236687
8001,4391,1018.0,BMW,X5,2011,Jeep,Yes,Diesel,3.0,143134
8002,31047,0.0,AUDI,A5,2013,Coupe,Yes,Petrol,2.0,78400
8003,23408,836.0,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.0,177719
8004,11290,0.0,TOYOTA,Prius,2006,Hatchback,No,Hybrid,1.5,199840
8005,8000,1031.0,NISSAN,Note,2013,Hatchback,No,Petrol,1.2,58000
8006,7840,0.0,HONDA,FIT,2005,Sedan,No,Petrol,1.3,230000
8007,12231,0.0,HONDA,Cr-v,2002,Jeep,No,CNG,2.0,150000
8008,42171,639.0,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.0,177523
8009,34340,1292.0,KIA,Cadenza,2016,Sedan,Yes,Petrol,3.0,27812
8010,13956,1327.0,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,56173
8011,18817,0.0,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,136000
8012,862,1104.0,AUDI,Q7,2015,Jeep,Yes,Petrol,3.0,264014
8013,15681,891.0,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,272772
8014,16621,0.0,TOYOTA,Prius,2010,Hatchback,Yes,Petrol,1.8,164000
8015,21953,0.0,MERCEDES-BENZ,Vito,2004,Minivan,No,Diesel,2.2,0
8016,68994,0.0,MERCEDES-BENZ,C 300,2015,Sedan,Yes,Petrol,2.0,66000
8017,11604,639.0,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,418369
8018,188,738.0,FIAT,500,2017,Hatchback,Yes,Petrol,1.4,47208
8019,15060,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,145744
8020,17500,1503.0,MERCEDES-BENZ,C 180,2013,Sedan,No,Petrol,1.8,48000
8021,17562,1356.0,LEXUS,GX 470,2014,Jeep,Yes,Petrol,4.6,146218
8022,50529,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,116770
8023,4704,1714.0,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,59331
8024,44545,770.0,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,56331
8025,39201,0.0,MERCEDES-BENZ,CLA 250,2014,Sedan,Yes,Petrol,2.0,65000
8026,90,0.0,MITSUBISHI,Delica,2005,Minivan,No,Petrol,3.0,85000
8027,36068,1091.0,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,112193
8028,10036,0.0,OPEL,Vectra c,2003,Hatchback,Yes,Petrol,2.2,226000
8029,32929,0.0,TOYOTA,Avalon,2013,Sedan,Yes,Hybrid,2.5,125000
8030,5000,0.0,MERCEDES-BENZ,B 220,1998,Sedan,No,Petrol,1.8,23000
8031,11541,642.0,KIA,Optima,2012,Sedan,Yes,Petrol,2.0,65514
8032,16308,0.0,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,1000
8033,549,1750.0,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,260053
8034,392,502.0,TOYOTA,Prius,2013,Hatchback,Yes,Hybrid,1.5,72240
8035,64171,1079.0,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2.0,21122
8036,72130,2364.0,LEXUS,GX 460,2019,Jeep,Yes,Petrol,4.6,26138
8037,13956,603.0,LEXUS,RX 450,2015,Jeep,Yes,Hybrid,3.5,143619
8038,3293,761.0,TOYOTA,Corolla,2010,Sedan,Yes,Petrol,1.8,221627
8039,392,308.0,TOYOTA,Prius,2014,Hatchback,Yes,Hybrid,1.8,274381
8040,9408,834.0,OPEL,Astra,2009,Goods wagon,No,Diesel,1.7,169000
8041,24283,642.0,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2.0,140566
8042,24148,0.0,TOYOTA,Camry SE,2012,Sedan,Yes,Petrol,3.5,94000
8043,45160,1017.0,TOYOTA,CHR,2017,Jeep,No,Petrol,2.0,39400
8044,38229,1091.0,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,137134
8045,16621,638.0,KIA,Optima,2014,Sedan,Yes,Petrol,2.0,36037
8046,46414,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,3.5,80640
8047,22894,474.0,CHEVROLET,Volt,2013,Hatchback,No,Plug-in Hybrid,1.4,144000
8048,1646,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,205968
8049,13172,0.0,TOYOTA,Aqua,2014,Sedan,No,Hybrid,1.5,16000
8050,11917,0.0,MERCEDES-BENZ,E 320 4matic,2000,Sedan,Yes,CNG,3.2,265000
8051,25716,891.0,MITSUBISHI,Outlander,2016,Jeep,No,Petrol,2.0,65000
8052,7056,1018.0,HYUNDAI,Grandeur,2011,Sedan,Yes,LPG,3.0,77538
8053,14740,0.0,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,149000
8054,150,0.0,MERCEDES-BENZ,S 55 5.5,2010,Sedan,Yes,Petrol,5.5,15000
8055,6115,0.0,LEXUS,GS 300,2002,Sedan,Yes,CNG,3.5,190000
8056,19130,0.0,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,71000
8057,81808,1156.0,FORD,Explorer,2017,Jeep,Yes,Petrol,2.3,80000
8058,25716,915.0,BMW,X5,2014,Jeep,Yes,Diesel,3.0,141384
8059,3600,0.0,MERCEDES-BENZ,190,1992,Sedan,No,Petrol,1.8,0
8060,29793,0.0,BMW,528,2011,Sedan,Yes,Petrol,2.0,11000
8061,1176,751.0,HYUNDAI,Sonata,2013,Sedan,Yes,Hybrid,2.4,216208
8062,41701,640.0,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.0,147470
8063,30734,1578.0,BMW,650,2015,Coupe,Yes,Petrol,4.4,92213
8064,15053,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,314523
8065,17876,585.0,LEXUS,CT 200h,2013,Hatchback,Yes,Hybrid,1.8,115000
8066,3763,0.0,VOLKSWAGEN,Golf 4,1997,Sedan,No,CNG,1.6,0
8067,7840,0.0,VAZ,2121 (Niva),2007,Jeep,Yes,Petrol,1.7,11000
8068,15994,0.0,TOYOTA,Camry sel,2008,Sedan,Yes,Hybrid,2.4,221000
8069,18500,528.0,HYUNDAI,Elantra,2014,Sedan,Yes,Petrol,1.6,179664
8070,8500,0.0,BMW,320,2004,Sedan,No,Petrol,2.2,13700
8071,39201,1811.0,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,155821
8072,8781,0.0,MERCEDES-BENZ,CLK 320,2003,Coupe,Yes,Petrol,3.2,245000
8073,16508,836.0,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2.0,133392
8074,57698,1079.0,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2.0,36304
8075,549,1292.0,MERCEDES-BENZ,GLE 450,2016,Jeep,Yes,Petrol,3.0,59099
8076,15681,584.0,HYUNDAI,Elantra 2014,2014,Sedan,No,Petrol,1.8,120000
8077,34387,640.0,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2.0,40989
8078,4701,1282.0,KIA,Sportage,2007,Jeep,Yes,Diesel,2.0,54658
8079,10036,0.0,NISSAN,Tiida,2005,Hatchback,Yes,LPG,1.5,125000
8080,6899,0.0,MERCEDES-BENZ,C 230,2005,Sedan,Yes,Diesel,2.2,233454
8081,24709,707.0,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2.0,117700
8082,10976,0.0,DODGE,Durango,2004,Jeep,Yes,LPG,5.7,200000
8083,3136,781.0,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,159379
8084,21181,836.0,SSANGYONG,Actyon,2010,Jeep,Yes,Diesel,2.0,63627
8085,8467,0.0,NISSAN,Tiida,2007,Sedan,No,Petrol,1.5,133000
8086,12231,761.0,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,198000
8087,39559,891.0,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,128994
8088,28852,1079.0,BMW,X1,2018,Jeep,Yes,Petrol,2.0,68126
8089,7527,0.0,SUBARU,Forester,2004,Jeep,Yes,LPG,2.5,235200
8090,10976,0.0,BMW,330,2005,Coupe,Yes,CNG,3.0,176000
8091,20266,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,125062
8092,220,645.0,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,560157
8093,4234,0.0,BMW,520 I,1992,Sedan,Yes,Petrol,2.0,300000
8094,15681,0.0,AUDI,A4,2006,Sedan,Yes,Petrol,2.0,256000
8095,17876,810.0,HYUNDAI,Elantra,2016,Sedan,No,Petrol,1.8,132000
8096,8000,1030.0,NISSAN,Note,2014,Hatchback,No,Petrol,1.2,61000
8097,24775,810.0,VOLKSWAGEN,Passat,2016,Sedan,No,Petrol,1.8,38000
8098,13328,1481.0,AUDI,Q7,2017,Sedan,Yes,Petrol,3.0,44642
8099,32302,934.0,TOYOTA,Camry,2015,Sedan,Yes,Petrol,2.5,50000
8100,36567,1091.0,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,120000
8101,16960,502.0,TOYOTA,Aqua,2013,Hatchback,Yes,Petrol,1.5,86402
8102,2038,353.0,TOYOTA,Prius,2015,Jeep,Yes,Hybrid,1.8,104795
8103,7213,490.0,HONDA,Insight,2011,Hatchback,Yes,Hybrid,1.3,195030
8104,15524,707.0,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2.0,52249
8105,7840,0.0,MERCEDES-BENZ,CLK 320,1998,Coupe,Yes,CNG,3.2,111111
8106,784,394.0,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397
8107,25089,0.0,LEXUS,HS 250h,2011,Sedan,Yes,Hybrid,2.5,86000
8108,314,382.0,KIA,Optima,2014,Sedan,Yes,Hybrid,2.4,0
8109,14113,0.0,MERCEDES-BENZ,Vito,2005,Sedan,No,Diesel,2.2,245000
8110,20900,642.0,MITSUBISHI,Outlander,2012,Jeep,Yes,Petrol,2.0,1600
8111,6272,1442.0,OPEL,Combo,2000,Goods wagon,Yes,Diesel,1.7,250000
8112,51815,765.0,SSANGYONG,REXTON,2015,Jeep,Yes,Diesel,2.0,52800
8113,13600,473.0,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,71600
8114,12300,583.0,MINI,Cooper,2011,Sedan,Yes,Petrol,1.6,0
8115,39226,765.0,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2.0,118926
8116,18826,583.0,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,87210
8117,26343,0.0,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,152000
8118,13476,687.0,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,132967
8119,23521,697.0,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8,76800
8120,69810,1077.0,HYUNDAI,Santa FE,2019,Jeep,Yes,Diesel,2.0,2730
8121,16913,697.0,HYUNDAI,Santa FE,2012,Jeep,Yes,Diesel,2.2,70304
8122,282,645.0,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,230939
8123,1176,1399.0,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,0
8124,549,915.0,AUDI,100,2014,Jeep,Yes,Petrol,3.0,143392
8125,13485,0.0,TOYOTA,Aqua,2012,Sedan,No,Hybrid,1.5,151000
8126,9418,765.0,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,42875
8127,13642,551.0,CHEVROLET,Spark,2017,Sedan,Yes,Petrol,1.0,32637
8128,10976,0.0,TOYOTA,Belta,2007,Sedan,No,Petrol,1.3,145000
8129,8781,1268.0,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,105000
8130,19287,765.0,FORD,Escape SE,2015,Jeep,No,Petrol,2.0,106961
8131,6899,0.0,MERCEDES-BENZ,CLK 200 200,1999,Sedan,Yes,Petrol,2.0,14566
8132,4704,0.0,OPEL,Vectra,1997,Sedan,No,CNG,1.8,585000
8133,19444,0.0,MERCEDES-BENZ,Sprinter,2001,Microbus,No,Diesel,2.2,269962
8134,24148,0.0,TOYOTA,Prius,2015,Hatchback,No,Hybrid,1.5,160000
8135,18346,629.0,HYUNDAI,Elantra,2015,Sedan,Yes,LPG,1.6,31891
8136,6586,1236.0,HONDA,FIT,2011,Hatchback,No,Petrol,1.3,118000
